raw_id,pred_id,pred,sentence,rating_type,verb symmetry score,trans,trans_mod,v_tense,v_act,modal,neg,is_root,direction,sing_sub,sing_obj,conj_sub,conj_obj,rcp_phrase,sub_more_freq,ani_match,num_np,ani_sub,num_clauses
381,49,applaud,The audience applauded me like the star I was.,continuous,2.83,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,4,0,2
382,49,applaud,Mom and Dad applauded after my turn was over.,continuous,2.83,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,2
383,49,applaud,We can only applaud the move and look forward to hearing the results.,continuous,2.83,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,1,1
384,49,applaud,You and I will applaud each other afterwards.,continuous,2.83,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,3,1,1
385,49,applaud,Many people will applaud mothers for their dedication and nurturing nature.,continuous,2.83,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3,1,1
386,49,applaud,The girl and her ex-friend applauded each other sarcastically.,continuous,2.83,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,1,1
387,49,applaud,I applauded my best friend and she applauded me too.,continuous,2.83,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,4,1,2
388,49,applaud,The actress and fan applauded together and the former basked in the glory.,continuous,2.83,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1,2
389,49,applaud,"I applaud the victim for her courage, and wish her well.",continuous,2.83,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,3,1,1
390,49,applaud,The wolves applauded the newborn for its first hunt.,continuous,2.83,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3,1,1
391,50,know,I don't know the name of the place.,binary,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,3,1,1
392,50,know,Gifford and I have known each other for the better half of a decade.,binary,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,5,1,1
393,50,know,"Mariah doesn't know Jennifer, but she was just being sassy.",binary,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,4,1,3
394,50,know,Mom and I just didn't know.,binary,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,1,1
395,50,know,I know her and she seems to know me too.,binary,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,5,1,2
396,50,know,French and Creole people knew each other but the Creoles didn't know them as much.,binary,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,4,1,2
397,50,know,I knew your mother in high school and things were different between us. ,binary,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,3,1,2
398,50,know,The professor and I knew each other but she pretended not to know me.,binary,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,7,1,2
399,50,know,She would know you if she saw you on the street. ,binary,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,6,1,2
400,50,know,"Numerous people and even dogs can know, but not you.",binary,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,1,1
